Nr DIEx DA MISSÃO	EVENTO OU MISSÃO	PRAZO	DIAS PARA O EVENTO	MILITAR RESPONSÁVEL	SITUAÇÃO	CLASSE	DATA DA ÚLTIMA ATUALIZAÇÃO COM O E-4	ANOTAÇÕES	Nr DIEx ENCAMINHAMENTO PARA OMDS	Nr DIEx PARA O ESC SUPERIOR
4672-Seç Infor/EMG/Cmdo Bda Inf Amv	Formatação, migração para sistema Linux ou Windows 11 de computadores	26 mai.	-51	Maj Filipe	RESOLVIDO	-		"Rlz a Atlz para o windows 11 de todas as máquinas da Seção
1300 às 1530"	-	-
9242-Escalão Logístico/2ªRM	Div Moto - capacitação da Viatura MBB Atego 1725 (VTNE 5 t 4x4)	26 mai.	-51	ST Valter	RESOLVIDO	Cl IX		" treinamento de manutençãoe de operação da VTNE 5 t 4x4 - MBB Atego 1725, no 22º Batalhão Logístico Aeromóvel (22º BLog Amv), no período de 16 a 18 JUN 26, das 0800h às 1630h
22º B Log Amv
2º BI Amv
5º BI Amv
6º BI Amv
Cia Cmdo - Sgt Pacheco"	4536-E-4/EMG/Cmdo Bda Inf Amv	4752-E-4/EMG/Cmdo Bda Inf Amv
"2261-E4/2ª DE
9157-Escalão Logístico/2ªRM"	videoconferência_Esc_Log/2ª RM (26_MAIO_26	26 mai.	-51	Maj Filipe	RESOLVIDO	PREPARO F TER		videoconferência, no dia 26 MAIO 26, às 1400h	4812-E-4/EMG/Cmdo Bda Inf Amv	-
4318-E-2/EMG/Cmdo Bda Inf Amv	palestra sobre o Sistema de Gestão do Desempenho (SGD)	26 mai.	-51	Maj Filipe	RESOLVIDO	-		palestra pelo E2/Cmdo Bda Inf Amv, no dia 26 de maio de 2026 (terça-feira), às 1400h, no auditório do Cmdo Bda Inf Amv, versando sobre orientações necessáriaspara realizar a avaliação, as definições das competências a serem avaliadas, o preenchimento daFicha de Diagnóstico Pessoa	-	-
"2384-E10/2ª DE

9997-Escalão Logístico/2ªRM"	solicitação de alteração orçamentária de recursos do COLOG - CIRCULAR	26 mai.	-51	Maj Filipe	RESOLVIDO	Orçamentário		solicito divulgar às OMDS/UGE que as solicitações para alteraçãoorçamentária de recursos do COLOG sejam encaminhadas, por meio de DIEx, diretamente àChefia/Diretoria responsável pela gestão do recurso	DIEx confeccionado pelo E10	-
4312-St Fin/Div Adm/Base Adm Amv	Comparecimento ao Banco do Brasil - Agente Suprido	26 mai.	-51	Maj Filipe	RESOLVIDO	Orçamentário		Os miliatres, deverão comparecer a agência do Banco do Brasil, localizada na Av.Cel.Manoel Inocêncio, 531 - Centro, Caçapava - SP, para cadastramento de senha do Cartãode Pagamento do Governo Federal - CPGF, até dia 28 MAI 26.	-	5099-E-3/EMG/Cmdo Bda Inf Amv
34-EM	Div Armt - ODF nº 1039 - Monóculo de Imagem Térmica - do CTEx para o 2ª Cia Prec(RESPOSTA)	26 mai.	-51	ST Richardson	RESOLVIDO	Cl V		"1. Sol a documentaçao à 2ª Cia Prec, pois não veio em anexo - 11619-Div Armt/CMat/COLOG
2. Confeccionar DIEx à 2ª DE e 2ª RM com as Sol da OM"	-	"5106-E-4/EMG/Cmdo Bda Inf Amv

2710-E4/2ª DE"
2502-2ª Cia Prec	Infiltração SLOp 2ª Cia Prec - Aratu XI (SOLICITA)	26 mai.	-51	ST Valter	RESOLVIDO	PREPARO F TER	11 jun.	1. Confeccionar DIEx para a 2ª DE e Bda Inf Pqdt Sol Ap de pessoal especialista DOMPSA, s 24 (vinte e quatro) aberturas deparaquedas semiautomático e 30 (trinta) aberturas de paraquedas para Salto Livre Operacional -SLOp, além dos respectivos paraquedas de passeio e paraquedas de salvamento para os saltosssemiautomáticos e 12 (doze) altímetros 	-	5105-E-4/EMG/Cmdo Bda Inf Amv
2369-E3/E5/2ª DE	Relatório da Reunião Inicial de Planejamento (RIP) - Exc Cj PERSEU 2026	26 mai.	-51	Maj Filipe	RESOLVIDO	PREPARO F TER		Informo, ainda, que o CMO disponibilizou toda a documentação do Exc produzida até opresente momento no link abaixo especificado:- <https://abre.ai/cloudexccjperseu2026/> e senha de acesso: <P@ntanal2026>	-	-
888-S/4 /SCmt/Cmt 2º BI AMV	recurso para revisão de viatura em garantia do fabricante	26 mai.	-51	ST Valter	RESOLVIDO	Cl IX	30 jun.	"1. Solicitação de crédito para realizar o serviço de manutenção (revisão de garantia) das viaturas na autorizada Renault - Van Renault Master e a Ambulância Renault Master.
2. Verificar qual OSv e qual crédito será empregado - 07/26 - R$ 1.898,00 - ND - Os 7/2026

3. A OM Sol troca de ND para resolver essa situação

4. Já em processo de dispensa"	-	-
4468-Seç Plj /EMG/Cmdo Bda Inf Amv	Ordem de Instrução da Simulação Viva da Certificação 2026 - REMESSA	27 mai.	-50	Maj Filipe	RESOLVIDO	PREPARO F TER		Informar ao E1 a relação nominal da Célula de Logística até 27 Maio 26.	-	254-E-4/EMG/Cmdo Bda Inf Amv
2220-E4/2ª DE	estudo do remanejamento dos Mrt 60mm das GU da 2ª DE	27 mai.	-50	ST Richardson	RESOLVIDO	Cl V		Serão remanejados 02 Mrt 60 do 2º BI Amv para o 6º BI Amv	-	4768-E-4/EMG/Cmdo Bda Inf Amv
2196-E4/2ª DE	apoio para manutenção da frota Guarani e 3º e 4º escalões dos Fz IA2	27 mai.	-50	ST Richardson	ACOMPANHAR	Mnt		"levantar as capacidades e necessidades atuais demanutenção do Fz IA2

-Confeccionar uma planilha compartilhada para as OM.  

- Verificar quando será o apoio"	4601-E-4/EMG/Cmdo Bda Inf Am	4767-E-4/EMG/Cmdo Bda Inf Amv
2310-E3/E5/2ª DE	Div Moto - capacitação da Viatura MBB Atego 1725 (VTNE 5 t 4x4)	28 mai.	-49	ST Valter	RESOLVIDO	Cl IX		treinamento de manutençãoe de operação da VTNE 5 t 4x4 - MBB Atego 1725, no 22º Batalhão Logístico Aeromóvel (22º BLog Amv), no período de 16 a 18 JUN 26, das 0800h às 1630h	4536-E-4/EMG/Cmdo Bda Inf Amv	4752-E-4/EMG/Cmdo Bda Inf Amv
2213-E4/2ª DE	 Coordenações logísticas Exc Cj PERSEU 2026 no âmbito da 2ª DE/ CMSE(Videoconferência)	28 mai.	-49	Maj Filipe	ACOMPANHAR	PREPARO F TER		"VC sobre a Op PERSEU
solicito que cada fração (Bda Inf Amv, Cmdo DAAAe, CAvEx, 1ª Cia AC Mec)explane sucintamente os meios que irá deslocar, efetivo e os locais de apoio em sua rota dedeslocamento até Campo Grande - MS (TO), a fim de se tornar possível a coordenação das OMapoiadoras"		
3689-E4.5/4ª Seç/CMSE	MEM Cl IX (Moto) - solicitação de transferência de VTNE 5t para a ESA (encaminho)	29 mai.	-48	ST Valter	RESOLVIDO	Cl IX		"1. Sol que seja encaminhado os dados de 1 VTNE 5 Ton
2. Provavalmente deverá sair do 2º BI Amv, pois é a OM com a maior Qtd de Vtr"	4820-E-4/EMG/Cmdo Bda Inf Amv	4868-E-4/EMG/Cmdo Bda Inf Amv
4773-E-4/EMG/Cmdo Bda Inf Amv	Classe IX - Moto, acidente com viaturas - calendário de obrigações - Maio	29 mai.	-48	ST Valter	RESOLVIDO	Cl IX			-	4867-E-4/EMG/Cmdo Bda Inf Amv
Situação epidemiológica de hantavirose	10315-InspSaude/2ªRM	29 mai.	-48	Ten Glauco	RESOLVIDO	-		-Divulgado às OMDS	4952-E-1/EMG/Cmdo Bda Inf Amv	-
4468-Seç Plj /EMG/Cmdo Bda Inf Amv	Ordem de Instrução da Simulação Viva da Certificação 2026 - REMESSA	29 mai.	-48	Maj Filipe	PRAZO DE RESPOSTA	PREPARO F TER		"- Confeccionar o Anexo de Logística (documento de exercício) da O Op da Bda do tema
do exercício até o dia 29 de maio de 2026 e remetê-lo ao E3 para centralização.

Planejar o apoio de combustível e ração R2 para a FOROP e para o Pel da Cia AC/11ª Bda
Inf Mec. Para isso, deverá entrar em Ctt com os O Lig dessas frações e realizar o repasse classe III,
 conforme necessidades apresentadas e possibilidades da Bda Inf Amv. Se necessário, solicitar apoio
 da 2ª DE.
f) Estabelecer, desde já, contato com o Esc Sp para realizar o planejamento logístico, com
 foco no suprimento Cl I, III e V (Mun). Atenção especial deverá ser dada à distribuição prévia de
 munição destinada ao exercício e ao ETTR.
g) Manter o Coor DIREx informado acerca das restrições logísticas que possam impactar a
 execução do exercício planejado.
h) Providenciar 04 (duas) ambulâncias para evacuação médica durante a execução do
 exercício, conforme previsto nessa OI.
i) Coordenar a Central de Transporte do 22º B Log Amv durante todo o exercício.
j) Ficar ECD de Rlz um Briefing logístico de coordenação (log real do exercício) com os
 envolvidos no dia 16 Jun 26.
k) Em coordenação com o Mód 22º B Log Amv, coordenar as ações do Escalão de
 Acompanhamento e Apoio simulado (comboio terrestre de Vtr 5 Ton). Para esse comboio, deverá
 planejar a escolta do 12º Pel PE para evitar acidentes e facilitar o deslocamento até a Rg C Pnt Amv.
l) Em coordenação com a Cia C/Bda Inf Amv, prever as áreas de estacionamento no Forte
 Ipiranga."		
912-Cia Sup/22º B Log Amv	Recolhimento de Estojos (REITERAÇÃO	29 mai.	-48	ST Richardson	PRAZO DE RESPOSTA	Cl V		Recolhimento de estojos de munição utilizados nas atividades de tiro do 22º B Log Amv		
 9432-InspSaude/2ªRM	Padronização de procedimento no que tange a pedidos de recursos em caráterexcepcional do PAASSEx (solicitação de recursos, mudança de itens e utilização de economiagerada com as aquisições)	29 mai.	-48	Ten Glauco	PRAZO DE RESPOSTA	Cl VIII - Sau		concluir os processos de aquisição dos itens do PAASSEx até dia 31 de maio de 2026		
"140-COL/22º B Log Amv

809-COL/22º B Log Amv"	Encaminhamento de processos de viaturas para Alienação 02/2026	29 mai.	-48	Maj Filipe	EVENTO	Cl IX		1. Leilão será feito em lugares distintos		
 8333-Escalão Logístico/2ªRM	Classe I - Prorrogação de prazo para compromissos de recursos planejados - CIRCULAR	29 mai.	-48	Ten Glauco	ACOMPANHAR	Cl I		1. Encaminho, em anexo, documento do Comando Logístico (COLOG) informando que oprazo para empenho dos recursos planejados do PDR Log 2026 (PASA e Manutenção de OP) foiprorrogado para 31 de maio de 2026		
7459-InspSaude/2ªRM	Padronização de procedimento no que tange a pedidos de recursos em caráter excepcional do PAASSEx (solicitação de recursos, mudança de itens e utilização de economiagerado com as aquisições	29 mai.	-48	ST Richardson	ACOMPANHAR	Cl VIII - Sau		as OM/OMS devem concluir osprocessos de aquisição dos itens do PAASSEX até 31 de maio de 2026.		3572-E-4/EMG/Cmdo Bda Inf Amv
2177-E4/2ª DE	Apoio com ônibus interestadual para a Simulação Virtual no CA-Sul- Santa Maria-RS -Certificação FEP da 11ª Bda Inf Mec	01 jun.	-45	ST Valter	RESOLVIDO	Trnp		"Verificar com a 2ª DE qual será o período de Ap e se temos condições de Ap

Trocada a 12ª Cia E Cmb Amv pelo 20º GAC Amv - ônibus"	-	"4747-E-4/EMG/Cmdo Bda Inf Amv

4797-E-4/EMG/Cmdo Bda Inf Amv"
 10427-Escalão Logístico/2ªRM	Classe I - atualização dos Boletim Técnico do Quantitativo de Rancho (BT30.410-01) edo Quantitativo de Subsistência (BT30.416-01) - inclusão da nova sistemática de aquisição destesitens QR e QS por meio da utilização da plataforma do Contrata +Brasil (CIRCULAR	01 jun.	-45	Maj Filipe	RESOLVIDO			Divulgação às OMDS	4933-E-4/EMG/Cmdo Bda Inf Amv	-
1916-S4/5º BIL	Classe III - repasse de combustível consumido Op 3 Luas (SOLICITA)	01 jun.	-45	ST Richardson	RESOLVIDO	Cl III - Comb		"1. O 5º BI AMV SOL 337 L OD
2. Sol Comb para ser descentralizado ao 2º e 5º BI Amv

3. A OM Recebeu 900 L OD e 250 L Gas no remanejamento do DIEx 4568-E-4/EMG/Cmdo Bda Inf Amv
4. A OM Recebeu 500 L OD no DIEx 4795-E-4/EMG/Cmdo Bda Inf Amv
5. A OM Recebeu 1.000 L OD no DIEx 5341-E-4/EMG/Cmdo Bda Inf Amv"	-	"4568-E-4/EMG/Cmdo Bda Inf Amv

4795-E-4/EMG/Cmdo Bda Inf Amv

5341-E-4/EMG/Cmdo Bda Inf Amv"
747-S/4/CMDO	Cl III - recebimento de óleo díesel	01 jun.	-45	ST Richardson	ACOMPANHAR	Cl III - Comb	10 jun.	"1. O 1º Esqd C Amv Rcb 5.000 l OD, no entanto ainda não recebeu, via SIAFI o valor patrimonial
2. Checar com a 2ª RM a situação
3. orientado à OM para confeccionar DIEx diretamente à C Sup - 10959-Escalão Logístico/2ªRM
4. Será confeccionado DIEx da Bda para C Sup dessa vez"	5274-E-4/EMG/Cmdo Bda Inf Amv	5637-E-4/EMG/Cmdo Bda Inf Amv
421-4ª Sec/5ª Bia AAAe Amv	solicitação de recurso para aquisição de Viatura Administrativa para o Comandante	01 jun.	-45	ST Valter	ACOMPANHAR			1. Sol estudo no âmbito da Bda para o 22º B Log e Cia Cmdo	5107-E-4/EMG/Cmdo Bda Inf Amv	
 2259-E4/2ª DE	Classe V - Necessidade de munição calibre .308 HPBT Sniper Winchester para oEstágiode Caçador/ Bda Inf Amv	02 jun.	-44	ST Richardson	RESOLVIDO	Cl V		1. Acerca do assunto, informo que o EME indicou não haver disponibilidade paradescentralização da munição solicitada no documento referenciado.2. Diante do exposto, aquele ODG, após consulta ao COTER, orientou que o referidoestágio seja realizado com munição 7,62 mm.3. Salienta-se, ainda, a importância de, além da inclusão no pedido anual de munição, aprevisão da referida demanda no SAP e no P Trab da OM	4592-E-4/EMG/Cmdo Bda Inf Amv	-
 4194-Asse Gestão/Cmdo Bda Inf Amv/Bda Inf Amv	Confecção do Regimento Interno do Comando da Bda Inf Amv	02 jun.	-44	Ten Glauco	RESOLVIDO	-		1. Confeccionar o regimento interno da 4ª Seção e remeter à Seção de Gestão	-	268-E-4/EMG/Cmdo Bda Inf Amv
2408-E4/2ª DE	isenção do pagamento da tarifa de pedágio nas rodovias concedidas à iniciativa privada no âmbito do Estado de São Paulo. PORTARIA ARTESP Nº 56, DE 29 DE MAIO DE 2025	02 jun.	-44	ST Valter	RESOLVIDO	-		Antecipou o prazo enviado no DIEx 3732-Asse As Jurd/CMSE	"4637-E-4/EMG/Cmdo Bda Inf Amv

4825-E-4/EMG/Cmdo Bda Inf Amv"	5045-E-4/EMG/Cmdo Bda Inf Amv
2300-E4/2ª DE	necessidade de suprimento para armamento importado - CIRCULAR	02 jun.	-44	ST Richardson	RESOLVIDO	Cl V		"22º B Log Amv efetue o preenchimento da planilha, relacionada à necessidade de suprimento para armamento importado.
(DIEx nº 1976-CL V (A) /Seç Mnt/3º Gpt Log, de 16 ABR 26)

B Log respondeu no DIEx 1128-COL/22º B Log Amv"	4595-E-4/EMG/Cmdo Bda Inf Amv	"5047-E-4/EMG/Cmdo Bda Inf Amv

2573-E4/2ª DE

5100-E-4/EMG/Cmdo Bda Inf Amv

2574-E4/2ª DE"
4799-E-4/EMG/Cmdo Bda Inf Amv	Classe III - Determinação de taxa de evaporação em PCA (CL.III 162-25) - Junho	02 jun.	-44	ST Richardson	RESOLVIDO	Cl III - Comb		"6º Bi Amv ok 
1⁰ Esqd C Amv Ok"	-	5049-E-4/EMG/Cmdo Bda Inf Amv
707-EM/12ª Cia E Cmb Amv	mudança de natureza da despesa - solicita	02 jun.	-44	ST Valter	RESOLVIDO	Orçamentário		"Sol da 12ª Cia E Cmb Amv para passar recurso da ND 33 para 39

Sol recurso para C Dan

A 12ª Cia Eng Info que consegue empregar o recurso recebido na ND mesmo

As Sol devem ser encaimhadas diretamente ao COTER"	-	"4980-E-4/EMG/Cmdo Bda Inf Amv

10661-ChDivApAdm/DivApAdm/2ªRM"
10502-Escalão Logístico/2ªRM	Classe  I  -  orientação  sobre  o  uso  de  precificação  dinâmica  –  aquisição  dehortifrutigranjeiros (circular)	02 jun.	-44	ST Richardson	RESOLVIDO	Cl I		aquisição de gêneros alimentícios hortifrutigranjeiros - para divulgação	5101-E-4/EMG/Cmdo Bda Inf Amv	-
"734-S4/6° BI Amv
797-S4/6° BI Amv"	Necessidade de munição calibre .308 HPBT sniper winchester para o Estágio de Caçador2027 (SOLICITAÇÃO)	02 jun.	-44	ST Richardson	ACOMPANHAR	Cl V		"1. Solicitação do 6º BI Amv de Sup de 6.900 (seis mil e novecentas) munições calibre .308 HPBT SniperWinchester para realizar o Estágio de Caçador para os anos de 2026 e 2027 com previsão de 60 (sessenta) candidatos.

2. - O COTER, orientou que o estágio seja realizado com munição 7,62 mm;"	4592-E-4/EMG/Cmdo Bda Inf Amv	"
2424-E-4/EMG/Cmdo Bda Inf Amv

2259-E4/2ª DE "
2482-E4/2ª DE	recolhimento e destruição de materiais balísticos (RM/OP/OM)	02 jun.	-44	Cap Luis Augusto	ACOMPANHAR	Desfazimento		"5º BI Amv
12º Pel PE - Serão recolhidos 84 capacetes de 111
6º BI Amv"	5058-E-4/EMG/Cmdo Bda Inf Amv	-
2338-E4/2ª DE	Levantamento sobre distintivo de boina 	03 jun.	-43	ST Valter	RESOLVIDO	Cl II		problemas apresentados ou necessidades na distribuição de distintivos de boina e boinas, porOM, conforme os lançamentos E-PRDU de 2025/26	4931-E-4/EMG/Cmdo Bda Inf Amv	5046-E-4/EMG/Cmdo Bda Inf Amv
"3839-Seç Plj /EMG/Cmdo Bda Inf Amv

1556-E4/2ª DE"	"Encaminhamento de Ordem de Instrução nº 17/E3 Bda Inf Amv – Plano de Inspeções deSegurança

Classe II: preparação PRDU/ 2027 (e-PRDU) e IAUEx 2026"	03 jun.	-43	ST Valter	EVENTO	Trnp		4º Eixo: Gu OSASCO-SP e BARUERI-SP (20º GAC Amv, 22º BLog Amv e 5ª Bia AAAe)		
1006-S/4 /SCmt/Cmt 2º BI AMV	solicitação de autorização e apoio para destruição de MEM CL V (mun) vencido	03 jun.	-43	ST Richardson	ACOMPANHAR	Cl V	11 jun.	"Sol autorização para Recolhimento ou Destruição de 05 granadas de bocal

A 2ª RM respondeu com uma OR - não está autorizada a destruição por engenho falhado - 11120-Escalão Logístico/2ªRM

- 11261-Escalão Logístico/2ªRM - Sol de orientações à CSup"		" 4924-E-4/EMG/Cmdo Bda Inf Amv

2552-E4/2ª DE"
 10656-SvPatmMA/2ªRM	Informações sobre Taxa de Limpeza Pública na área da 2ª RM- Complemento	03 jun.	-43	Ten Glauco	ACOMPANHAR	-		Responsabilidade do E-10 para encaminhar Doc às OMDS		-
-	Sol de 01 ônibus para Dslc Banda do 5º BI Amv	03 jun.	-43	ST Valter	ACOMPANHAR	Trnp	11 jun.	"O 5º BI Amv Sol 1 ônibus para levar a Banda
Verificar como está a situação da banda do 6º para Dslc

- O 6º BI resolveu a guerra"		
2407-E4/2ª DE	DOCUMENTO SOB RESTRIÇÃO DE ACESSO - recolhimento de Sistemas de Materiais deEmprego Militar para revitalização	03 jun.	-43	ST Richardson	ACOMPANHAR	Mnt		"Acerca do assunto, informo que o EME autorizou o recolhimento dos armamentosdestinados à revitalização, no contexto do Plano de Descentralização de Recursos (PDR)EME/DCT/2026, conforme DIEx nº 11280-SLog/4ª SCh/EME (referência).


Informo, ainda, que a documentação solicitada deverá seguir via canal seguro de cadaGU sendo remetido para a Região Militar com cópia para esta Divisão"	5059-E-4/EMG/Cmdo Bda Inf Amv	
36-EM	DMA 2ª Companhia de Precursores 2026	03 jun.	-43	ST Richardson	ACOMPANHAR	Cl V			-	4926-E-4/EMG/Cmdo Bda Inf Amv
3732-Asse As Jurd/CMSE	isenção do pagamento da tarifa de pedágio nas rodovias concedidas à iniciativa privadano âmbito do Estado de São Paulo. PORTARIA ARTESP Nº 56, DE 29 DE MAIO DE 2025. Análise deimpacto financeiro	8 jun.	-38	Maj Filipe	RESOLVIDO	Orçamentário		 Dessa forma, reitero a solicitação contida no  DIEx nº 3022-Asse As Jurd/CMSE,solicitando informações sobre a estimava de custos reais de tarifa de pedágio com revogação daisenção e rodovias estaduais utilizadas, pelas diversas OM situadas no Estado de São Paulo, atédia 8 JUN 25	"4637-E-4/EMG/Cmdo Bda Inf Amv

4825-E-4/EMG/Cmdo Bda Inf Amv"	5045-E-4/EMG/Cmdo Bda Inf Amv
2345-E3/E5/2ª DE	Quadro de Dotação de Material Seç Instr Op Amv e do Compl Seç Instr Op Amv	8 jun.	-38	Ten Glauco	RESOLVIDO	Patrimônio		minutas  dos Quadros de Dotação de Material da Seção de Instrução de Operações Aeromóveis edo Complemento da Seção de Instrução de Operações Aeromóveis	-	5078-Seç Asse Ensino/EMG/Cmdo Bda Inf Amv
" 9759-Escalão Logístico/2ªRM

2340-E4/2ª DE"	ampliação das capacidades de armazenamentos de Cl I para manutenção da ProntidãoLogística de Subsistência do Exército Brasileiro - CIRCULAR	08 jun.	-38	Ten Glauco	RESOLVIDO	Cl I		"- Depósitos de gêneros secos e câmaras frigoríficas das OM apoiadas: avaliar a estrutura atual, os materiais e serviços a serem contratados, o faseamento e os custos estimados. Após o levantamento das necessidades, confeccionar os orçamentos e inserir no OPUS, para possibilitar a emissão das respectivas Previsões de Recursos Orçamentários (PRO) para os inícios dos processos licitatórios para as ampliações das capacidades de armazenamentos Mat Cl (Rç Op  - QS) 

- 22º B Log Amv está ok
- 12ª Cia E Cmb Amv - rancho com o 2º BE Cmb
- 5º BI ok
- 20º GAC
- 1º Esqd -FALTA
- Ba Adm Cpv - FALTA
- 2º BI Amv - FALTA"	 4698-E-4/EMG/Cmdo Bda Inf Amv	5189-E-4/EMG/Cmdo Bda Inf Amv
2381-E3/E5/2ª DE	solicitação de apoio e participação no Sábado Aéreo 2026 – 40 anos da Aviação do Exército - Encaminhamento	8 jun.	-38	Ten Glauco	RESOLVIDO	-		"Ratificar ou retificar os documentos já enviados

- 1º Esqd C Amv ratificou
- 5ª Bia AAAe Amv
- 2ª Cia Prec possui situações particulares de necessidade para salto - fazer constar na resposta
- 12ª Cia Com Amv ok
- 12ª Cia Eng ok
- 20º GAC Ok"	 4925-E-4/EMG/Cmdo Bda Inf Amv	"5152-E-4/EMG/Cmdo Bda Inf Amv

2611-E4/2ª DE"
908-COL/22º B Log Amv	Calendário de Capacitações na Função Logística Manutenção para 2026	8 jun.	-38	ST Valter	RESOLVIDO	Mnt	-	"Capacitação Mnt Vtr em 1º Esc e Op SisLogMnt

6º BI Amv - 1"	2778-S4/6° BI Amv	-
14008-Div Armt/CMat/COLOG	Div Armt - ODF nº 1039 - Monóculo de Imagem Térmica - do CTEx para o 2ª Cia Prec.(Retificação)	08 jun.	-38	ST Richardson	RESOLVIDO	Cl V		Remessa da ODF nº 1039 - fornecimento de Monóculo de Imagem TérmicaOLHAR, para conhecimento e providências relativas ao transporte, recebimento, transferência patrimonial, atualização do SISCOFIS e demais ações pelas OM interessadas. Origem CTEx - Destino 2ª Cia Prec	-	"5106-E-4/EMG/Cmdo Bda Inf Amv

2710-E4/2ª DE"
2276-E-3/EMG/Cmdo Bda Inf Amv	 Solicitação de designação de Força Oponente (FOROP) para os Exercícios deCertificação FORPRON/2026	8 jun.	-38	ST Valter	PRAZO DE RESPOSTA	Trnp		"1. Sol 1.560 L OD para Trnp Bld
2. Simulação Viva, que ocorrerána região de Caçapava-SP, no período de 15 a 28 de junho de 2026
3. Sol Ap 2ª Cia Trnp - Sol Trnp Bld da 11º Cia Eng Cmb (mais próxima)"		
10885-Escalão Logístico/2ªRM	Cl IX Moto – Ordem de Fornecimento nº 0142/26 - C Mat	09 jun.	-37	ST Valter	RESOLVIDO	Cl IX		A Vtr já foi recebida  e será entregue para a SFPC	-	-
2905-Seç Sup Cl IX e O Cl/COS/2º B Sup	Cl IX - fornecimento de viatura - Titano - SFPC	09 jun.	-37	ST Valter	RESOLVIDO	Cl IX		A Vtr já foi recebida  e será entregue para a SFPC	-	-
